"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","TTL","AVG"
"Blake Corum","RB","LAR","0","8","0","0","11","bye","6","8","1","5","10","6","18","13","9","9","3","12","119","8.5"
"Jamison Crowder","WR","WAS","3","0","9","0","0","0","0","0","0","0","0","0","0","bye","21","31","34","20","118","19.7"
"Ronnie Bell","WR","SF","13","6","30","0","10","0","24","15","bye","10","0","5","0","0","0","0","0","0","113","14.1"
"Tyquan Thornton","WR","NE","38","31","17","13","1","0","0","12","0","0","0","0","0","bye","0","0","0","0","112","18.7"
"Braxton Berrios","WR","MIA","26","34","17","15","15","bye","5","0","0","0","0","0","0","0","0","0","0","0","112","18.7"
"Sean Tucker","RB","TB","2","0","1","6","0","29","16","7","7","0","bye","5","0","11","8","0","15","5","112","9.3"
"Dameon Pierce","RB","HOU","9","0","0","0","0","18","7","4","0","0","4","0","7","bye","7","4","14","37","111","11.1"
"Cordarrelle Patterson","RB","PIT","9","4","23","9","0","0","0","0","bye","8","12","8","10","9","6","3","1","8","110","8.5"
"Isaiah Davis","RB","NYJ","0","0","3","0","0","0","1","0","0","2","0","bye","12","36","24","10","14","8","110","12.2"
"Shane Zylstra","TE","DET","0","0","0","0","bye","0","3","13","9","19","19","6","5","16","1","1","8","9","109","9.1"
"Eric Gray","RB","NYG","7","0","3","5","26","14","6","3","0","2","bye","15","4","0","3","9","5","6","108","7.7"
"Jacob Cowing","WR","SF","0","0","0","4","0","1","12","12","bye","3","1","0","1","3","4","10","5","50","106","8.8"
"Kenny Yeboah","TE","NYJ","0","0","0","0","0","0","0","0","4","5","3","bye","2","12","29","12","14","25","106","11.8"
"Jordan Mims","RB","NO","5","3","1","0","0","16","0","0","12","8","11","bye","0","0","0","25","0","24","105","11.7"
"Ross Dwelley","TE","ATL","2","2","3","1","0","9","8","5","3","0","26","bye","1","9","29","6","0","1","105","7.5"
"Ko Kieft","TE","TB","2","1","1","3","2","1","6","1","2","3","bye","5","9","6","19","12","20","11","104","6.1"
"Kendre Miller","RB","NO","0","0","0","0","0","0","20","10","0","0","0","bye","0","18","26","22","8","0","104","17.3"
"Mitchell Trubisky","QB","BUF","0","4","8","8","1","0","0","7","0","1","0","bye","15","0","0","0","10","48","102","11.3"
"Teagan Quitoriano","TE","HOU","0","0","0","0","0","9","13","24","14","17","19","6","0","bye","0","0","0","0","102","14.6"
"Ben Skowronek","WR","PIT","0","6","0","0","0","0","0","0","bye","5","20","2","23","20","10","10","0","5","101","11.2"
"Trent Sherfield Sr.","WR","MIN","17","16","0","22","0","bye","0","0","10","12","0","11","0","0","12","0","0","0","100","14.3"
"Marcus Mariota","QB","WAS","0","0","0","0","9","0","59","0","0","0","0","0","0","bye","0","0","0","32","100","33.3"
"Trey Lance","QB","DAL","0","0","0","0","0","0","bye","0","0","15","0","2","0","0","0","0","3","78","98","24.5"
"Craig Reynolds","RB","DET","0","3","2","2","bye","11","2","6","3","0","6","3","0","1","0","10","24","23","96","7.4"
"Ainias Smith","WR","PHI","0","0","0","0","bye","0","0","8","5","18","6","7","0","0","0","0","5","47","96","13.7"
"E.J. Jenkins","TE","PHI","3","2","0","0","bye","0","0","0","11","0","0","0","0","2","9","6","11","51","95","11.9"
"Jared Wiley","TE","KC","11","12","16","10","18","bye","10","17","0","0","0","0","0","0","0","0","0","0","94","13.4"
"Ian Thomas","TE","CAR","0","0","0","0","0","22","21","17","21","13","bye","0","0","0","0","0","0","0","94","18.8"
"Will Mallory","TE","IND","0","0","0","11","16","10","3","12","3","12","0","0","5","bye","18","3","0","0","93","9.3"
"Tommy DeVito","QB","NYG","0","0","0","0","0","0","0","0","0","0","bye","58","0","1","32","0","0","0","91","30.3"
"Javon Baker","WR","NE","0","6","0","0","0","0","0","0","4","4","5","11","2","bye","0","8","11","39","90","10.0"
"Sincere McCormick","RB","LV","0","0","0","0","0","0","0","0","0","bye","0","8","26","41","14","0","0","0","89","22.3"
"Tanner McKee","QB","PHI","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","21","68","89","44.5"
"Josiah Deguara","TE","JAC","0","0","11","2","10","3","3","1","1","0","0","bye","0","3","15","17","11","10","87","7.3"
"Tim Boyle","QB","Multi","0","0","26","0","0","0","23","0","0","0","0","0","0","0","36","0","0","0","85","28.3"
"Irv Smith Jr.","TE","HOU","0","0","0","0","0","0","0","0","0","0","0","0","17","bye","23","18","9","18","85","17.0"
"Julius Chestnut","RB","TEN","0","1","0","0","bye","3","8","14","13","0","0","2","1","2","0","0","25","15","84","8.4"
"Jaheim Bell","TE","NE","0","1","0","0","0","6","1","8","3","2","4","8","4","bye","4","5","7","30","83","6.4"
"Malachi Corley","WR","NYJ","1","1","0","0","0","0","0","6","6","16","12","bye","41","0","0","0","0","0","83","11.9"
"Jake Haener","QB","NO","6","6","0","0","9","0","5","28","0","0","2","bye","0","5","21","0","0","0","82","10.3"
"Skyy Moore","WR","KC","10","5","15","13","6","bye","33","0","0","0","0","0","0","0","0","0","0","0","82","13.7"
"Ronnie Rivers","RB","LAR","7","3","6","13","0","bye","0","0","0","0","0","0","0","0","0","0","0","52","81","16.2"
"Joshua Dobbs","QB","SF","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","5","76","81","40.5"
"Tyler Johnson","WR","LAR","51","0","29","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","80","40.0"
"Chris Rodriguez Jr.","RB","WAS","0","0","0","0","0","0","0","0","20","5","0","0","23","bye","3","7","18","1","77","11.0"
"Travis Homer","RB","CHI","11","20","0","0","0","0","bye","0","0","0","1","0","19","7","17","0","0","0","75","12.5"
"Kenny McIntosh","RB","SEA","0","2","10","0","0","0","1","0","0","bye","0","0","0","15","9","12","13","13","75","9.4"
"Cam Grandy","TE","CIN","0","0","0","0","0","0","0","0","0","4","1","bye","9","17","8","11","16","9","75","9.4"
"Dallin Holker","TE","NO","0","0","0","0","5","5","3","0","12","6","8","bye","4","6","3","2","5","14","73","6.1"
"John FitzPatrick","TE","GB","0","0","0","0","0","0","0","6","1","bye","3","14","0","6","9","26","3","5","73","8.1"
"Davis Mills","QB","HOU","0","0","13","0","0","3","0","0","0","0","0","0","0","bye","0","0","7","49","72","18.0"
"Alex Bachman","WR","LV","0","0","0","1","1","27","36","6","0","bye","0","0","0","0","0","0","0","0","71","14.2"
"Mason Kinsey","WR","TEN","0","0","0","0","bye","0","0","8","0","0","0","0","0","2","4","14","6","37","71","11.8"
"Peyton Hendershot","TE","KC","0","0","0","0","0","bye","0","0","14","6","6","10","0","0","0","0","4","28","68","11.3"
"Zach Pascal","WR","ARI","4","8","1","6","10","8","2","2","3","7","bye","1","0","2","3","0","0","11","68","4.9"
"Brevin Jordan","TE","HOU","40","27","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","67","33.5"
"Bryce Oliver","WR","TEN","0","0","0","0","bye","0","0","0","5","3","2","10","0","6","14","2","5","20","67","7.4"
"Jimmy Garoppolo","QB","LAR","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","66","66","66.0"
"Will Shipley","RB","PHI","4","0","0","1","bye","0","9","2","1","11","0","0","1","0","0","0","0","36","65","8.1"
"John Samuel Shenker","TE","LV","0","0","0","5","10","8","14","23","0","bye","0","0","0","0","0","1","4","0","65","9.3"
"Isaiah Hodgins","WR","NYG","0","0","0","0","25","15","0","0","0","23","bye","0","0","0","0","0","0","0","63","21.0"
"Cody White","WR","SEA","0","0","0","0","0","0","0","0","35","bye","4","17","6","0","0","0","0","0","62","15.5"
"Raheem Blackshear","RB","CAR","0","0","2","0","3","0","0","0","2","2","bye","2","1","0","0","7","36","6","61","6.8"
"Parker Hesse","TE","DET","9","7","13","7","bye","23","0","0","0","0","0","0","0","0","0","0","0","0","59","11.8"
"Skylar Thompson","QB","MIA","0","21","35","0","0","bye","0","0","0","0","0","2","0","0","0","0","0","0","58","19.3"
"Tyler Higbee","TE","LAR","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","14","17","27","58","19.3"
"Xavier Weaver","WR","ARI","0","0","0","0","0","41","0","0","0","0","bye","0","0","0","0","0","0","16","57","28.5"
"Devontez Walker","WR","BAL","0","0","0","0","0","0","0","0","4","0","0","2","0","bye","11","9","16","15","57","9.5"
"Brandon Allen","QB","SF","1","0","0","0","0","0","0","0","bye","0","0","49","0","4","0","0","0","0","54","18.0"
"DeeJay Dallas","RB","ARI","0","0","0","0","0","0","0","0","1","4","bye","0","0","0","12","16","11","10","54","9.0"
"Bailey Zappe","QB","CLE","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","53","53","53.0"
"Laviska Shenault Jr.","WR","Multi","7","3","9","1","5","7","0","7","3","0","1","0","2","0","7","0","0","0","52","4.7"
"Deuce Vaughn","RB","DAL","2","10","5","4","0","0","bye","0","0","0","16","0","0","0","0","0","0","15","52","8.7"
"Deven Thompkins","WR","CAR","0","0","0","0","0","0","0","0","8","6","bye","8","6","11","5","7","0","0","51","7.3"
"Britain Covey","WR","PHI","9","23","7","0","bye","0","0","0","0","0","0","3","8","0","0","0","0","0","50","10.0"
"Mecole Hardman Jr.","WR","KC","0","1","0","0","8","bye","21","0","15","0","0","4","0","0","0","0","0","0","49","9.8"
"Kameron Johnson","WR","TB","11","0","0","25","4","0","0","0","0","0","bye","0","0","0","0","0","7","0","47","11.8"
"Jha'Quan Jackson","WR","TEN","0","1","0","0","bye","1","1","4","23","11","1","2","2","0","0","0","0","0","46","5.1"
"David Martin-Robinson","TE","TEN","0","0","0","0","bye","0","0","0","0","0","0","0","0","5","3","2","5","31","46","9.2"
"Feleipe Franks","QB","CAR","4","0","2","1","4","0","1","0","0","1","bye","14","11","1","1","1","1","3","45","3.5"
"Marquise Brown","WR","KC","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","20","25","0","45","22.5"
"Kristian Wilkerson","WR","LV","0","0","0","0","0","27","18","0","0","bye","0","0","0","0","0","0","0","0","45","22.5"
"Ramel Keyton","WR","LV","0","0","0","0","0","0","0","0","27","bye","5","3","0","0","1","4","3","1","44","6.3"
"Clyde Edwards-Helaire","RB","NO","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","26","18","44","22.0"
"Mike Boone","RB","CAR","5","0","0","0","0","0","0","0","0","0","bye","0","0","0","3","4","11","20","43","8.6"
"Mike Williams","WR","Multi","0","0","0","0","0","0","0","0","0","9","0","0","0","19","0","0","0","14","42","14.0"
"Zach Davidson","TE","BUF","0","0","0","0","0","0","0","0","0","0","11","bye","15","16","0","0","0","0","42","14.0"
"Brenden Bates","TE","Multi","0","4","11","1","10","0","0","0","0","0","0","0","0","0","0","0","3","12","41","6.8"
"Devin Culp","TE","TB","0","0","0","0","0","0","1","1","0","0","bye","0","0","0","0","3","20","16","41","8.2"
"Jared Wayne","WR","HOU","0","0","0","0","0","0","0","0","0","0","0","0","16","bye","0","8","16","0","40","13.3"
"Nikko Remigio","WR","KC","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","5","2","1","31","39","9.8"
"Carson Wentz","QB","KC","0","0","0","0","0","bye","1","0","0","0","0","0","0","0","8","0","0","29","38","12.7"
"Terrell Jennings","RB","NE","0","0","0","0","0","14","0","0","0","0","0","0","0","bye","0","0","0","24","38","19.0"
"Dee Eskridge","WR","MIA","0","0","8","17","0","bye","0","4","2","0","0","0","0","4","0","0","2","0","37","6.2"
"Jalen Virgil","WR","BUF","0","0","0","0","0","0","0","11","3","4","3","bye","15","1","0","0","0","0","37","6.2"
"Jeff Wilson Jr.","RB","MIA","11","11","14","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","36","12.0"
"Tyrod Taylor","QB","NYJ","13","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","23","0","36","18.0"
"Keaton Mitchell","RB","BAL","0","0","0","0","0","0","0","0","0","2","2","0","0","bye","0","0","17","15","36","9.0"
"Equanimeous St. Brown","WR","NO","0","0","0","0","0","0","1","34","0","0","0","bye","0","0","0","0","0","0","35","17.5"
"Jake Tonges","TE","SF","1","1","16","5","0","1","1","2","bye","2","0","1","0","3","0","0","0","1","34","3.1"
"Brady Russell","TE","SEA","4","6","3","3","2","1","0","4","9","bye","0","0","0","1","0","0","0","0","33","3.7"
"Anthony Firkser","TE","Multi","1","0","0","0","0","6","0","2","0","0","0","0","7","0","9","8","0","0","33","5.5"
"J.J. Taylor","RB","HOU","0","0","10","16","0","0","0","0","6","1","0","0","0","bye","0","0","0","0","33","8.3"
"Xavier Smith","WR","LAR","0","0","0","2","8","bye","5","4","1","0","3","0","2","0","0","3","0","5","33","3.7"
"Hendon Hooker","QB","DET","0","0","0","0","bye","11","0","6","0","0","16","0","0","0","0","0","0","0","33","11.0"
"Austin Trammell","WR","JAC","0","0","0","0","0","0","0","0","33","0","0","bye","0","0","0","0","0","0","33","33.0"
"Collin Johnson","WR","CHI","0","1","2","0","0","0","bye","0","0","0","0","0","2","5","11","6","4","1","32","4.0"
"Tyrell Shavers","WR","BUF","0","0","0","0","16","0","0","0","0","6","0","bye","0","0","0","0","10","0","32","10.7"
"Clayton Tune","QB","ARI","0","6","0","0","0","0","3","0","3","7","bye","0","0","0","7","0","0","5","31","5.2"
"Robbie Chosen","WR","MIA","12","17","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","29","14.5"
"Rasheen Ali","RB","BAL","0","0","0","0","0","0","0","0","0","0","0","0","0","bye","10","9","5","5","29","7.3"
"Aaron Shampklin","RB","PIT","0","0","0","13","11","4","0","0","bye","0","0","0","0","0","0","0","0","0","28","9.3"
"Dareke Young","WR","SEA","7","0","4","0","0","0","1","4","6","bye","0","0","0","0","3","0","1","1","27","3.4"
"Andrew Beck","TE","Multi","0","0","0","0","3","7","5","0","0","0","0","0","0","0","0","12","0","0","27","6.8"
"Chris Blair","WR","ATL","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","25","1","1","27","9.0"
"Charlie Jones","WR","CIN","8","2","2","3","5","2","0","4","0","0","0","bye","0","0","0","0","0","0","26","3.7"
"Jordan Matthews","TE","CAR","20","4","0","0","0","0","0","0","2","0","bye","0","0","0","0","0","0","0","26","8.7"
"Grant DuBose","WR","MIA","0","26","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","26","26.0"
"Sione Vaki","RB","DET","2","4","1","0","bye","1","0","1","0","0","10","1","0","0","0","5","1","0","26","2.9"
"Tanner Conner","TE","MIA","3","3","8","2","0","bye","0","0","7","2","0","0","0","0","0","0","0","0","25","4.2"
"Brayden Willis","TE","SF","0","0","4","0","0","0","0","1","bye","0","0","1","0","4","0","1","1","13","25","3.6"
"Sam Howell","QB","SEA","0","0","0","0","0","0","1","0","0","bye","0","0","0","0","24","0","0","0","25","12.5"
"Justin Shorter","WR","LV","0","0","0","0","0","0","3","2","4","bye","9","4","1","0","0","0","2","0","25","3.6"
"James Mitchell","TE","DET","0","0","0","0","bye","0","0","0","0","0","25","0","0","0","0","0","0","0","25","25.0"
"Dalvin Cook","RB","DAL","0","0","0","0","0","0","bye","17","7","0","0","0","0","0","0","0","0","0","24","12.0"
"Jonathon Brooks","RB","CAR","0","0","0","0","0","0","0","0","0","0","bye","5","15","3","0","0","0","0","23","7.7"
"Taylor Heinicke","QB","LAC","0","0","10","0","bye","0","0","0","0","0","0","0","0","1","1","0","10","0","22","5.5"
"Jaelon Darden","WR","Multi","0","0","0","0","0","7","11","4","0","0","0","0","0","0","0","0","0","0","22","7.3"
"Jody Fortson Jr.","TE","KC","0","0","0","0","11","bye","10","0","0","0","0","0","0","0","0","0","0","0","21","10.5"
"Tyler Badie","RB","DEN","0","3","13","5","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","21","7.0"
"Brycen Tremayne","WR","WAS","0","0","0","0","5","0","0","0","0","0","0","0","0","bye","0","0","16","0","21","10.5"
"Tyler Scott","WR","CHI","0","3","2","2","3","3","bye","0","1","0","1","0","0","0","4","1","0","0","20","2.2"
"Mike White","QB","BUF","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","20","20","20.0"
"Kyle Trask","QB","TB","2","0","0","0","0","0","0","0","0","0","bye","0","2","0","4","0","11","0","19","4.8"
"Isaiah Williams","WR","Multi","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","3","4","5","19","3.8"
"Brandon Johnson","WR","PIT","0","0","0","0","5","0","10","4","bye","0","0","0","0","0","0","0","0","0","19","6.3"
"Jase McClellan","RB","ATL","0","0","0","0","0","0","6","0","0","0","13","bye","0","0","0","0","0","0","19","9.5"
"Chris Collier","RB","Multi","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","3","13","19","6.3"
"Kendric Pryor","WR","CIN","0","0","0","0","0","0","0","0","18","0","0","bye","0","0","0","0","0","1","19","9.5"
"Dan Chisena","WR","CAR","0","0","0","0","0","0","0","0","0","0","bye","1","2","6","0","4","3","3","19","3.2"
"Erik Ezukanma","WR","MIA","0","0","11","0","0","bye","0","0","0","0","0","0","0","0","0","7","0","0","18","9.0"
"Kadarius Toney","WR","CLE","0","0","0","0","0","0","0","0","0","bye","6","0","6","5","0","0","0","0","17","5.7"
"Nick Muse","TE","MIN","3","0","0","0","0","bye","0","0","0","0","0","6","8","0","0","0","0","0","17","5.7"
"Jacob Kibodi","RB","CLE","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","17","17","17.0"
"Tom Kennedy","WR","DET","4","5","0","0","bye","0","0","0","0","0","0","0","0","0","0","4","3","0","16","4.0"
"Anthony Gould","WR","IND","7","1","3","0","0","0","0","0","0","0","0","0","0","bye","4","0","0","0","15","3.8"
"Robert Tonyan","TE","MIN","0","0","3","7","1","bye","2","2","0","0","0","0","0","0","0","0","0","0","15","3.0"
"Kaden Davis","WR","CLE","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","15","15","15.0"
"Trent Taylor","WR","SF","0","0","0","0","2","0","0","0","bye","0","0","0","0","0","0","0","0","12","14","7.0"
"Jarrett Stidham","QB","DEN","0","0","0","0","0","0","2","0","0","0","3","0","0","bye","0","0","0","9","14","4.7"
"Justyn Ross","WR","KC","0","0","0","0","0","bye","0","0","7","7","0","0","0","0","0","0","0","0","14","7.0"
"Princeton Fant","TE","DAL","0","0","0","0","0","0","bye","0","0","0","7","0","3","0","1","3","0","0","14","3.5"
"Alex Erickson","WR","NE","0","0","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","14","14","14.0"
"Tyson Bagent","QB","CHI","0","0","0","0","3","3","bye","0","0","0","0","0","0","4","3","0","0","0","13","3.3"
"Khari Blasingame","RB","Multi","7","0","0","0","0","3","0","0","0","0","0","0","0","1","0","1","0","0","12","3.0"
"Jakob Johnson","RB","NYG","0","3","2","7","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","12","4.0"
"John Ross","WR","PHI","0","0","0","12","bye","0","0","0","0","0","0","0","0","0","0","0","0","0","12","12.0"
"Travis Vokolek","TE","ARI","0","0","0","12","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","12","12.0"
"Jalen Cropper","WR","DAL","0","0","0","0","0","0","bye","0","0","12","0","0","0","0","0","0","0","0","12","12.0"
"Jermar Jefferson","RB","DET","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","5","7","0","12","6.0"
"Blake Watson","RB","DEN","0","0","0","0","1","0","0","0","0","0","0","0","0","bye","0","10","0","0","11","5.5"
"MarShawn Lloyd","RB","GB","0","10","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","10","10.0"
"Jonathan Ward","RB","PIT","0","0","0","0","3","6","0","1","bye","0","0","0","0","0","0","0","0","0","10","3.3"
"JaMycal Hasty","RB","NE","0","0","0","0","0","0","0","0","10","0","0","0","0","bye","0","0","0","0","10","10.0"
"Trayveon Williams","RB","CIN","0","0","0","0","0","0","0","0","7","1","0","bye","0","0","0","0","1","1","10","2.5"
"Trishton Jackson","WR","MIN","0","5","5","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","10","5.0"
"Irvin Charles","WR","NYJ","0","0","0","0","1","1","1","2","0","5","0","bye","0","0","0","0","0","0","10","2.0"
"Elijah Cooks","WR","JAC","0","0","0","0","0","0","0","0","3","0","0","bye","7","0","0","0","0","0","10","5.0"
"Dez Fitzpatrick","WR","LAC","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","10","10","10.0"
"David Bell","WR","CLE","0","9","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","9","9.0"
"British Brooks","RB","HOU","0","0","3","6","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","9","4.5"
"Casey Washington","WR","ATL","0","0","0","0","0","0","7","0","0","0","2","bye","0","0","0","0","0","0","9","4.5"
"Jack Westover","TE","NE","0","0","0","0","0","0","0","0","0","0","0","1","0","bye","0","0","0","8","9","4.5"
"Anthony Miller","WR","BAL","0","0","0","0","0","0","0","0","0","0","0","0","0","bye","0","1","8","0","9","4.5"
"Stephen Sullivan","TE","CAR","0","0","0","0","0","0","0","0","0","0","bye","0","8","0","0","0","0","0","8","8.0"
"Velus Jones Jr.","WR","Multi","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","7","3.5"
"Myles Gaskin","RB","MIN","2","0","0","0","5","bye","0","0","0","0","0","0","0","0","0","0","0","0","7","3.5"
"Ihmir Smith-Marsette","WR","NYG","0","0","0","0","0","0","1","0","1","0","bye","0","1","0","3","1","0","0","7","1.4"
"Nick Mullens","QB","MIN","0","0","2","0","1","bye","0","0","0","0","0","2","0","2","0","0","0","0","7","1.8"
"Laquon Treadwell","WR","IND","0","0","0","0","0","0","0","0","0","0","0","0","7","bye","0","0","0","0","7","7.0"
"Deonte Harty","WR","BAL","4","1","0","1","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","6","2.0"
"James Proche II","WR","CLE","0","1","1","0","0","0","0","0","0","bye","0","0","0","2","2","0","0","0","6","1.5"
"Colson Yankoff","TE","WAS","0","0","0","0","1","0","5","0","0","0","0","0","0","bye","0","0","0","0","6","3.0"
"Kendall Milton","RB","CIN","0","0","0","0","0","0","0","0","5","0","0","bye","0","0","0","0","0","1","6","3.0"
"Joshua Cephus","WR","JAC","0","0","0","0","0","0","0","0","0","0","0","bye","0","6","0","0","0","0","6","6.0"
"Baylor Cupp","TE","KC","0","0","0","0","0","bye","0","0","0","0","0","0","0","6","0","0","0","0","6","6.0"
"Jake Browning","QB","CIN","0","0","0","0","0","0","0","3","1","0","0","bye","0","0","0","1","0","0","5","1.7"
"Roman Wilson","WR","PIT","0","0","0","0","0","5","0","0","bye","0","0","0","0","0","0","0","0","0","5","5.0"
"Montrell Washington","WR","KC","0","0","0","0","0","bye","0","5","0","0","0","0","0","0","0","0","0","0","5","5.0"
"Marquez Callaway","WR","TB","0","0","0","0","0","0","0","0","3","2","bye","0","0","0","0","0","0","0","5","2.5"
"Keilan Robinson","RB","JAC","0","0","0","0","0","0","0","0","0","0","0","bye","0","2","0","0","1","2","5","1.7"
"George Holani","RB","SEA","0","0","0","0","0","0","0","0","0","bye","0","0","0","2","3","0","0","0","5","2.5"
"Tanner McLachlan","TE","CIN","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","3","2","0","5","2.5"
"Tyrion Davis-Price","RB","PHI","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","5","0","5","5.0"
"Chris Oladokun","QB","KC","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","5","5","5.0"
"Tyreik McAllister","RB","LV","0","0","0","4","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","4","4.0"
"Jermaine Jackson","WR","NO","0","0","0","0","0","0","0","0","3","1","0","bye","0","0","0","0","0","0","4","2.0"
"Tyler Mabry","TE","SEA","0","0","0","0","0","0","0","0","0","bye","1","3","0","0","0","0","0","0","4","2.0"
"Joshua Kelley","RB","TEN","0","0","0","0","bye","0","0","0","0","0","0","2","0","0","0","0","0","2","4","2.0"
"Darrynton Evans","RB","CHI","0","0","0","0","0","0","bye","0","0","0","0","0","0","4","0","0","0","0","4","4.0"
"Tay Martin","WR","TEN","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4.0"
"Josh Johnson","QB","BAL","0","0","0","3","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","3","3.0"
"Cody Thompson","WR","TB","0","0","0","0","3","0","0","0","0","0","bye","0","0","0","0","0","0","0","3","3.0"
"Brenden Rice","WR","LAC","0","0","0","0","bye","0","3","0","0","0","0","0","0","0","0","0","0","0","3","3.0"
"Ke'Shawn Vaughn","RB","SF","0","0","0","0","0","0","0","0","bye","0","0","0","0","3","0","0","0","0","3","3.0"
"Rodney Williams","TE","PIT","0","0","2","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","2","2.0"
"Bryce Ford-Wheaton","WR","NYG","0","1","0","0","0","0","1","0","0","0","bye","0","0","0","0","0","0","0","2","1.0"
"Avery Williams","RB","ATL","0","2","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","2","2.0"
"Kyle Allen","QB","PIT","0","0","0","0","2","0","0","0","bye","0","0","0","0","0","0","0","0","0","2","2.0"
"Dylan Laube","RB","LV","0","0","0","0","0","1","0","0","0","bye","0","0","0","0","0","0","0","1","2","1.0"
"Cody Schrader","RB","LAR","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","2","2","2.0"
"Jeff Driskel","QB","WAS","0","1","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","1","1.0"
"Dante Miller","RB","NYG","0","0","0","0","1","0","0","0","0","0","bye","0","0","0","0","0","0","0","1","1.0"
"Evan Hull","RB","IND","0","0","0","0","0","0","1","0","0","0","0","0","0","bye","0","0","0","0","1","1.0"
"Jaylen Johnson","WR","LAC","0","0","0","0","bye","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1.0"
"Mitchell Wilcox","TE","NE","0","0","0","0","0","0","0","0","0","1","0","0","0","bye","0","0","0","0","1","1.0"
"Kene Nwangwu","RB","NYJ","0","0","0","0","0","0","0","0","0","0","0","bye","0","1","0","0","0","0","1","1.0"
"Zack Kuntz","TE","NYJ","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","1","0","0","0","1","1.0"
"Brandon Smith","WR","NYJ","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","1","0","0","0","1","1.0"
"Thomas Odukoya","TE","TEN","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1.0"
""
""